This is the complete list of games supported by MAME 0.74 (Sep 14 2003).
Variants of the same game are not included, you can use the -listclones command
to get a list of the alternate versions of a given game.

This list is generated automatically and is not 100% accurate (particularly in
the Screen Flip column). Please let us know of any errors so we can correct
them.

Here are the meanings of the columns:

Working
=======
  NO: Emulation is still in progress; the game does not work correctly. This
  means anything from major problems to a black screen.

Correct Colors
==============
    YES: Colors should be identical to the original.
  CLOSE: Colors are nearly correct.
     NO: Colors are completely wrong. 
  
  Note: In some cases, the color PROMs for some games are not yet available.
  This causes a NO GOOD DUMP KNOWN message on startup (and, of course, the game
  has wrong colors). The game will still say YES in this column, however,
  because the code to handle the color PROMs has been added to the driver. When
  the PROMs are available, the colors will be correct.

Sound
=====
  PARTIAL: Sound support is incomplete or not entirely accurate. 

  Note: Some original games contain analog sound circuitry, which is difficult
  to emulate. Therefore, these emulated sounds may be significantly different.

Screen Flip
===========
  Many games were offered in cocktail-table models, allowing two players to sit
  across from each other; the game's image flips 180 degrees for each player's
  turn. Some games also have a "Flip Screen" DIP switch setting to turn the
  picture (particularly useful with vertical games).
  In many cases, this feature has not yet been emulated.

Internal Name
=============
  This is the unique name that must be used when running the game from a
  command line.

  Note: Each game's ROM set must be placed in the ROM path, either in a .zip
  file or in a subdirectory with the game's Internal Name. The former is
  suggested, because the files will be identified by their CRC instead of
  requiring specific names.

+----------------------------------+-------+-------+-------+-------+----------+
|                                  |       |Correct|       |Screen | Internal |
| Kick                             |  Yes  |  Yes  |  Yes  |  Yes  | kick     |
| Kick Goal                        |  Yes  |  Yes  |   No  |  Yes  | kickgoal |
| Kick Off                         |  Yes  |  Yes  |  Yes  |  Yes  | kickoff  |
| Kick Rider                       |  Yes  |  Yes  |  Yes  |  Yes  | kickridr |
| Kick Start Wheelie King          |  Yes  |  Yes  |  Yes  |  Yes  | kikstart |
| Kick and Run                     |  Yes  |  Yes  |  Yes  |  Yes  | kicknrun |
| Kicker                           |  Yes  |  Yes  |  Yes  |  Yes  | kicker   |
| Kid Niki - Radical Ninja         |  Yes  |  Yes  |Partial|  Yes  | kidniki  |
| Kid no Hore Hore Daisakusen      |  Yes  |  Yes  |  Yes  |  Yes  | horekid  |
| Kikiippatsu Mayumi-chan          |  Yes  |  Yes  |  Yes  |  Yes  | mayumi   |
| Killer Comet                     |  Yes  |  Yes  |  Yes  |  Yes  | killcom  |
| Killer Instinct                  |  Yes  |  Yes  |  Yes  |  Yes  | kinst    |
| Killer Instinct 2                |  Yes  |  Yes  |  Yes  |  Yes  | kinst2   |
| King & Balloon                   |  Yes  |  Yes  |  Yes  |  Yes  | kingball |
| King of Boxer                    |  Yes  |  Yes  |  Yes  |  Yes  | kingofb  |
| King of Dragons, The             |  Yes  |  Yes  |  Yes  |  Yes  | kod      |
| King of Fighters '94, The        |  Yes  |  Yes  |  Yes  |  Yes  | kof94    |
| King of Fighters '95, The        |  Yes  |  Yes  |  Yes  |  Yes  | kof95    |
| King of Fighters '96, The        |  Yes  |  Yes  |  Yes  |  Yes  | kof96    |
| King of Fighters '97, The        |  Yes  |  Yes  |  Yes  |  Yes  | kof97    |
| King of Fighters '98 - The Slugfe|  Yes  |  Yes  |  Yes  |  Yes  | kof98    |
| King of Fighters '99 - Millennium|  Yes  |  Yes  |  Yes  |  Yes  | kof99    |
| King of Fighters 2000, The       |  Yes  |  Yes  |  Yes  |  Yes  | kof2000  |
| King of the Monsters             |  Yes  |  Yes  |  Yes  |  Yes  | kotm     |
| King of the Monsters 2 - The Next|  Yes  |  Yes  |  Yes  |  Yes  | kotm2    |
| Kirameki Star Road               |  Yes  |  Yes  |  Yes  |  Yes  | kirameki |
| Kitten Kaboodle                  |  Yes  |  Yes  |  Yes  |   No  | kittenk  |
| Kizuna Encounter - Super Tag Batt|  Yes  |  Yes  |  Yes  |  Yes  | kizuna   |
| Klax                             |  Yes  |  Yes  |  Yes  |  Yes  | klax     |
| Knights of Valour / Sangoku Senki|  Yes  |  Yes  |   No  |  Yes  | kov      |
| Knights of the Round             |  Yes  |  Yes  |  Yes  |  Yes  | knights  |
| Knuckle Bash                     |  Yes  |  Yes  |   No  |  Yes  | kbash    |
| Knuckle Heads                    |  Yes  |  Yes  |Partial|  Yes  | knckhead |
| Knuckle Joe                      |  Yes  |  Yes  |  Yes  |  Yes  | kncljoe  |
| Kodure Ookami                    |   No  |  Yes  |  Yes  |  Yes  | kodure   |
| Koi Koi Shimasyo 2 - Super Real H|  Yes  |  Yes  |  Yes  |   No  | koikois2 |
| Kokontouzai Eto Monogatari       |  Yes  |  Yes  |  Yes  |  Yes  | eto      |
| Konami GT                        |  Yes  |  Yes  |  Yes  |  Yes  | konamigt |
| Kosodate Quiz My Angel           |  Yes  |  Yes  |  Yes  |   No  | myangel  |
| Kosodate Quiz My Angel 2         |  Yes  |  Yes  |  Yes  |   No  | myangel2 |
| Kosodate Quiz My Angel 3         |  Yes  |  Yes  |   No  |  Yes  | myangel3 |
| Koukouyakyuh, The                |   No  |  Yes  |  Yes  |  Yes  | kouyakyu |
| Koutetsu Yousai Strahl           |  Yes  |  Yes  |   No  |  Yes  | strahl   |
| Kozmik Kroozr                    |  Yes  |  Yes  |  Yes  |  Yes  | kroozr   |
| Kram                             |  Yes  |  Yes  |  Yes  |  Yes  | kram     |
| Krazy Bowl                       |  Yes  |  Yes  |  Yes  |  Yes  | krzybowl |
| Krull                            |  Yes  |  Yes  |  Yes  |  Yes  | krull    |
| Kung-Fu Master                   |  Yes  |  Yes  |  Yes  |  Yes  | kungfum  |
| Kung-Fu Taikun                   |  Yes  |  Yes  |  Yes  |  Yes  | kungfut  |
| Kuri Kinton                      |  Yes  |  Yes  |  Yes  |  Yes  | kurikint |
| Kyros                            |  Yes  |  Yes  |  Yes  |   No  | kyros    |
| Kyukyoku Sentai Dadandarn        |  Yes  |  Yes  |  Yes  |  Yes  | dadandrn |
| Kyukyoku Tiger 2                 |  Yes  |  Yes  |  Yes  |  Yes  | ktiger2  |
| Kyuukai Douchuuki                |  Yes  |  Yes  |  Yes  |  Yes  | kyukaidk |
| Lady Bug                         |  Yes  |  Yes  |  Yes  |  Yes  | ladybug  |
| Lady Killer                      |  Yes  |  Yes  |   No  |  Yes  | ladykill |
| Laguna Racer                     |  Yes  |  Yes  |   No  |  Yes  | lagunar  |
| Land Maker                       |  Yes  |  Yes  |  Yes  |  Yes  | landmakr |
| Land Sea Air Squad / Riku Kai Kuu|  Yes  |  Yes  |  Yes  |  Yes  | lsasquad |
| Las Vegas Girl                   |  Yes  |  Yes  |  Yes  |  Yes  | lvgirl94 |
| Lasso                            |  Yes  |  Yes  |  Yes  |  Yes  | lasso    |
| Last Blade / Bakumatsu Roman - Ge|  Yes  |  Yes  |  Yes  |  Yes  | lastblad |
| Last Blade 2 / Bakumatsu Roman - |  Yes  |  Yes  |  Yes  |  Yes  | lastbld2 |
| Last Day, The                    |  Yes  |  Yes  |  Yes  |  Yes  | lastday  |
| Last Duel                        |  Yes  |  Yes  |  Yes  |  Yes  | lastduel |
| Last Fortress - Toride           |  Yes  |  Yes  |   No  |  Yes  | lastfort |
| Last Mission                     |  Yes  |  Yes  |  Yes  |  Yes  | lastmisn |
| Last Resort                      |  Yes  |  Yes  |  Yes  |  Yes  | lresort  |
| Lazer Command                    |  Yes  |  Yes  |  Yes  |  Yes  | lazercmd |
| League Bowling                   |  Yes  |  Yes  |  Yes  |  Yes  | lbowling |
| Legend                           |  Yes  |  Yes  |  Yes  |  Yes  | legend   |
| Legend of Hero Tonma             |  Yes  |  Yes  |  Yes  |   No  | loht     |
| Legend of Kage, The              |  Yes  |  Yes  |  Yes  |  Yes  | lkage    |
| Legend of Makai                  |  Yes  |  Yes  |  Yes  |  Yes  | lomakai  |
| Legend of Silkroad, The          |  Yes  |  Yes  |  Yes  |  Yes  | silkroad |
| Legend of Success Joe / Ashitano |  Yes  |  Yes  |  Yes  |  Yes  | legendos |
| Legendary Wings                  |  Yes  |  Yes  |  Yes  |  Yes  | lwings   |
| Legion                           |   No  |  Yes  |  Yes  |  Yes  | legion   |
| Lemmings                         |  Yes  |  Yes  |  Yes  |  Yes  | lemmings |
| Leprechaun                       |  Yes  |  Yes  |  Yes  |  Yes  | leprechn |
| Lethal Crash Race                |  Yes  |  Yes  |  Yes  |   No  | crshrace |
| Lethal Enforcers II: Gun Fighters|  Yes  |  Yes  |  Yes  |  Yes  | le2      |
| Lethal Justice                   |  Yes  |  Yes  |  Yes  |  Yes  | lethalj  |
| Lethal Thunder                   |  Yes  |  Yes  |  Yes  |  Yes  | lethalth |
| Levers                           |  Yes  |  Yes  |  Yes  |  Yes  | levers   |
| Libble Rabble                    |  Yes  |  Yes  |  Yes  |  Yes  | liblrabl |
| Liberation                       |  Yes  |  Yes  |  Yes  |  Yes  | liberate |
| Liberator                        |  Yes  |  Yes  |  Yes  |   No  | liberatr |
| Lightning Fighters               |  Yes  |  Yes  |  Yes  |  Yes  | lgtnfght |
| Liquid Kids                      |  Yes  |  Yes  |  Yes  |  Yes  | liquidk  |
| Lizard Wizard                    |  Yes  |  Yes  |  Yes  |  Yes  | lizwiz   |
| Lock'n'Chase                     |  Yes  |  Yes  |  Yes  |  Yes  | lnc      |
| Locked 'n Loaded                 |   No  |  Yes  |  Yes  |  Yes  | lockload |
| Loco-Motion                      |  Yes  |  Yes  |  Yes  |  Yes  | locomotn |
| Lode Runner                      |  Yes  |  Yes  |  Yes  |  Yes  | ldrun    |
| Lode Runner - The Dig Fight      |  Yes  |  Yes  |  Yes  |  Yes  | loderndf |
| Lode Runner II - The Bungeling St|  Yes  |  Yes  |  Yes  |  Yes  | ldrun2   |
| Lode Runner III - Majin No Fukkat|  Yes  |  Yes  |  Yes  |  Yes  | ldrun3   |
| Lode Runner IV - Teikoku Karano D|  Yes  |  Yes  |  Yes  |  Yes  | ldrun4   |
| Logger                           |  Yes  |  Yes  |Partial|   No  | logger   |
| Logic Pro                        |  Yes  |  Yes  |  Yes  |  Yes  | logicpro |
| Logic Pro 2                      |  Yes  |  Yes  |Partial|  Yes  | logicpr2 |
| Looping                          |  Yes  |  Yes  |  Yes  |  Yes  | looping  |
| Lost Tomb                        |  Yes  |  Yes  |  Yes  |  Yes  | losttomb |
| Lot Lot                          |  Yes  |  Yes  |  Yes  |  Yes  | lotlot   |
| Lotto Fun                        |  Yes  |  Yes  |  Yes  |  Yes  | lottofun |
| Lovely Pop Mahjong Jan Jan Shimas|  Yes  |  Yes  |  Yes  |   No  | janjans1 |
| Lucky & Wild                     |  Yes  |  Yes  |  Yes  |  Yes  | luckywld |
| Lunar Lander                     |  Yes  |  Yes  |  Yes  |  Yes  | llander  |
| Lunar Rescue                     |  Yes  |  Yes  | Yes(2)|  Yes  | lrescue  |
| Lupin III                        |  Yes  |  Yes  |   No  |   No  | lupin3   |
| M-4                              |  Yes  |  Yes  |   No  |  Yes  | m4       |
| M.A.C.H. 3                       |   No  |  Yes  |  Yes  |  Yes  | mach3    |
| M79 Ambush                       |  Yes  |  Yes  |   No  |  Yes  | m79amb   |
| MX5000                           |  Yes  |  Yes  |  Yes  |  Yes  | mx5000   |
| Mach Breakers                    |  Yes  |  Yes  |   No  |  Yes  | machbrkr |
| Macho Mouse                      |  Yes  |  Yes  |  Yes  |  Yes  | machomou |
| Macross Plus                     |  Yes  |  Yes  |  Yes  |  Yes  | macrossp |
| Mad Crasher                      |  Yes  |  Yes  |  Yes  |  Yes  | madcrash |
| Mad Donna                        |  Yes  |  Yes  |  Yes  |  Yes  | maddonna |
| Mad Gear                         |  Yes  |  Yes  |  Yes  |  Yes  | madgear  |
| Mad Motor                        |  Yes  |  Yes  |  Yes  |  Yes  | madmotor |
| Mad Planets                      |  Yes  |  Yes  |  Yes  |  Yes  | mplanets |
| Mad Shark                        |  Yes  |  Yes  |  Yes  |  Yes  | madshark |
| Mag Max                          |  Yes  |  Yes  |  Yes  |  Yes  | magmax   |
| Magic Bubble                     |  Yes  |  Yes  |  Yes  |   No  | magicbub |
| Magic Sword - Heroic Fantasy     |  Yes  |  Yes  |  Yes  |  Yes  | msword   |
| Magical Cat Adventure            |  Yes  |  Yes  |  Yes  |   No  | mcatadv  |
| Magical Crystals                 |  Yes  |  Yes  |  Yes  |  Yes  | mgcrystl |
| Magical Drop II                  |  Yes  |  Yes  |  Yes  |  Yes  | magdrop2 |
| Magical Drop III                 |  Yes  |  Yes  |  Yes  |  Yes  | magdrop3 |
| Magical Spot                     |  Yes  |  Yes  |Partial|  Yes  | magspot  |
| Magical Spot II                  |  Yes  |  Yes  |Partial|  Yes  | magspot2 |
| Magician Lord                    |  Yes  |  Yes  |  Yes  |  Yes  | maglord  |
| Magix / Rock                     |  Yes  |  Yes  |Partial|  Yes  | magix    |
| Mah-jong, The                    |  Yes  |  Yes  |  Yes  |  Yes  | themj    |
| Mahjong                          |  Yes  |  Yes  |  Yes  |  Yes  | ttmahjng |
| Mahjong Banana Dream [BET]       |  Yes  |  Yes  |  Yes  |  Yes  | bananadr |
| Mahjong CLUB 90's                |  Yes  |  Yes  |  Yes  |  Yes  | club90s  |
| Mahjong Camera Kozou             |  Yes  |  Yes  |  Yes  |  Yes  | mjcamera |
| Mahjong Chinmoku no Hentai       |  Yes  |  Yes  |  Yes  |  Yes  | chinmoku |
| Mahjong Circuit no Mehyou        |  Yes  |  Yes  |  Yes  |  Yes  | cmehyou  |
| Mahjong Clinic                   |  Yes  |  Yes  |  Yes  |  Yes  | mjclinic |
| Mahjong Daiyogen                 |  Yes  |  Yes  |  Yes  |  Yes  | daiyogen |
| Mahjong Derringer                |  Yes  |  Yes  |  Yes  |  Yes  | mjderngr |
| Mahjong Dial Q2                  |  Yes  |  Yes  |  Yes  |  Yes  | mjdialq2 |
| Mahjong Diplomat [BET]           |  Yes  |  Yes  |  Yes  |  Yes  | mjdiplob |
| Mahjong Doukyuusei               |  Yes  |  Yes  |  Yes  |  Yes  | dokyusei |
| Mahjong Doukyuusei Special       |  Yes  |  Yes  |  Yes  |  Yes  | dokyusp  |
| Mahjong Erotica Golf             |  Yes  |  Yes  |  Yes  |  Yes  | mjegolf  |
| Mahjong Focus                    |  Yes  |  Yes  |  Yes  |  Yes  | mjfocus  |
| Mahjong Friday                   |  Yes  |  Yes  |  Yes  |  Yes  | mjfriday |
| Mahjong Fun Club - Idol Saizensen|  Yes  |  Yes  |  Yes  |  Yes  | mfunclub |
| Mahjong G-MEN'89                 |  Yes  |  Yes  |  Yes  |  Yes  | mgmen89  |
| Mahjong Gakuen                   |  Yes  |  Yes  |  Yes  |  Yes  | mgakuen  |
| Mahjong Gakuen 2 Gakuen-chou no F|  Yes  |  Yes  |  Yes  |  Yes  | mgakuen2 |
| Mahjong Gakuensai                |  Yes  |  Yes  |  Yes  |  Yes  | gakusai  |
| Mahjong Gakuensai 2              |  Yes  |  Yes  |  Yes  |  Yes  | gakusai2 |
| Mahjong Gal 10-renpatsu          |  Yes  |  Yes  |  Yes  |  Yes  | gal10ren |
| Mahjong Gal no Kaika             |  Yes  |  Yes  |  Yes  |  Yes  | galkaika |
| Mahjong Gal no Kokuhaku          |  Yes  |  Yes  |  Yes  |  Yes  | galkoku  |
| Mahjong Gottsu ee-kanji          |  Yes  |  Yes  |  Yes  |  Yes  | mjgottsu |
| Mahjong Hana no Momoko gumi      |  Yes  |  Yes  |  Yes  |  Yes  | hanamomo |
| Mahjong Hourouki Gaiden          |  Yes  |  Yes  |  Yes  |  Yes  | mhgaiden |
| Mahjong Hourouki Okite           |  Yes  |  Yes  |  Yes  |  Yes  | mjhokite |
| Mahjong Hourouki Part 1 - Seisyun|  Yes  |  Yes  |  Yes  |  Yes  | hourouki |
| Mahjong Hyper Reaction           |   No  |  Yes  |  Yes  |   No  | hypreact |
| Mahjong Hyper Reaction 2         |  Yes  |  Yes  |  Yes  |   No  | hypreac2 |
| Mahjong Ikaga Desu ka            |   No  |  Yes  |   No  |  Yes  | mjikaga  |
| Mahjong Jikken Love Story        |  Yes  |  Yes  |  Yes  |  Yes  | mjlstory |
| Mahjong Jogakuen                 |  Yes  |  Yes  |  Yes  |  Yes  | jogakuen |
| Mahjong Kaguyahime [BET]         |  Yes  |  Yes  |  Yes  |  Yes  | kaguya   |
| Mahjong Keibaou                  |  Yes  |  Yes  |  Yes  |  Yes  | mkeibaou |
| Mahjong Kinjirareta Asobi        |  Yes  |  Yes  |  Yes  |  Yes  | mjkinjas |
| Mahjong Koi Uranai               |  Yes  |  Yes  |  Yes  |  Yes  | mjkoiura |
| Mahjong Koi no Magic Potion      |  Yes  |  Yes  |  Yes  |  Yes  | koinomp  |
| Mahjong Kojinkyouju              |  Yes  |  Yes  |  Yes  |  Yes  | mjkojink |
| Mahjong Kyoretsuden              |  Yes  |  Yes  |  Yes  |  Yes  | mahretsu |
| Mahjong Kyou Jidai               |  Yes  |  Yes  |  Yes  |  Yes  | mjkjidai |
| Mahjong La Man                   |  Yes  |  Yes  |  Yes  |  Yes  | mjlaman  |
| Mahjong Lemon Angel              |  Yes  |  Yes  |  Yes  |  Yes  | lemnangl |
| Mahjong Nanpa Story              |  Yes  |  Yes  |  Yes  |  Yes  | mjnanpas |
| Mahjong Natsu Monogatari         |  Yes  |  Yes  |  Yes  |  Yes  | mjnatsu  |
| Mahjong Nerae! Top Star          |  Yes  |  Yes  |  Yes  |  Yes  | ntopstar |
| Mahjong Pachinko Monogatari      |  Yes  |  Yes  |  Yes  |  Yes  | patimono |
| Mahjong Panic Stadium            |  Yes  |  Yes  |  Yes  |  Yes  | pstadium |
| Mahjong Pon Chin Kan             |  Yes  |  Yes  |  Yes  |  Yes  | ponchin  |
| Mahjong Quest                    |  Yes  |  Yes  |  Yes  |  Yes  | mjnquest |
| Mahjong Ren-ai Club              |  Yes  |  Yes  |  Yes  |  Yes  | renaiclb |
| Mahjong Rokumeikan               |  Yes  |  Yes  |  Yes  |  Yes  | mrokumei |
| Mahjong Sailor Wars              |  Yes  |  Yes  |  Yes  |  Yes  | sailorws |
| Mahjong Satsujin Jiken           |  Yes  |  Yes  |  Yes  |  Yes  | msjiken  |
| Mahjong Scout Man                |  Yes  |  Yes  |  Yes  |  Yes  | mscoutm  |
| Mahjong Shikaku                  |  Yes  |  Yes  |  Yes  |  Yes  | mjsikaku |
| Mahjong Sisters                  |  Yes  |  Yes  |  Yes  |  Yes  | mjsister |
| Mahjong Studio 101 [BET]         |  Yes  |  Yes  |  Yes  |  Yes  | majs101b |
| Mahjong THE LADY HUNTER          |  Yes  |  Yes  |  Yes  |  Yes  | mladyhtr |
| Mahjong Triple Wars              |  Yes  |  Yes  |  Yes  |  Yes  | triplew1 |
| Mahjong Triple Wars 2            |  Yes  |  Yes  |  Yes  |  Yes  | triplew2 |
| Mahjong Uchuu yori Ai wo komete  |  Yes  |  Yes  |  Yes  |  Yes  | uchuuai  |
| Mahjong Uranai Densetsu          |  Yes  |  Yes  |  Yes  |  Yes  | mjuraden |
| Mahjong Vanilla Syndrome         |  Yes  |  Yes  |  Yes  |  Yes  | vanilla  |
| Mahjong Vitamin C                |  Yes  |  Yes  |  Yes  |  Yes  | vitaminc |
| Mahjong Yuugi                    |  Yes  |  Yes  |  Yes  |  Yes  | mjyuugi  |
| Mahjong-yougo no Kisotairyoku    |  Yes  |  Yes  |  Yes  |  Yes  | mjyougo  |
| Mahjong-zukino Korinai Menmen    |  Yes  |  Yes  |  Yes  |  Yes  | korinai  |
| Mahou Daisakusen                 |  Yes  |  Yes  |  Yes  |  Yes  | mahoudai |
| Maikobana                        |  Yes  |  Yes  |  Yes  |  Yes  | maiko    |
| Main Event, The                  |  Yes  |  Yes  |  Yes  |  Yes  | mainevt  |
| Major Havoc                      |  Yes  |  Yes  |  Yes  |  Yes  | mhavoc   |
| Major League                     |  Yes  |  Yes  |  Yes  |  Yes  | mjleague |
| Major Title                      |  Yes  |  Yes  |  Yes  |   No  | majtitle |
| Major Title 2                    |  Yes  |  Yes  |  Yes  |  Yes  | majtitl2 |
| Mania Challenge                  |  Yes  |  Yes  |  Yes  |  Yes  | maniach  |
| Maniac Square                    |  Yes  |  Yes  |  Yes  |  Yes  | maniacsq |
| Many Block                       |  Yes  |  Yes  |Partial|   No  | manybloc |
| Mappy                            |  Yes  |  Yes  |  Yes  |  Yes  | mappy    |
| Marble Madness                   |  Yes  |  Yes  |  Yes  |  Yes  | marble   |
| Marchen Maze                     |  Yes  |  Yes  |  Yes  |  Yes  | mmaze    |
| Marine Boy                       |  Yes  |  Yes  |  Yes  |  Yes  | marineb  |
| Mariner                          |  Yes  |  Yes  |Partial|  Yes  | mariner  |
| Mario Bros.                      |  Yes  |  Yes  | Yes(2)|  Yes  | mario    |
| Markham                          |  Yes  |  Yes  |  Yes  |  Yes  | markham  |
| Mars                             |  Yes  |  Yes  |  Yes  |  Yes  | mars     |
| Mars Matrix: Hyper Solid Shooting|  Yes  |  Yes  |  Yes  |  Yes  | mmatrix  |
| Martial Champion                 |  Yes  |  Yes  |  Yes  |  Yes  | mtlchmpj |
| Marvel Land                      |  Yes  |  Yes  |  Yes  |  Yes  | marvland |
| Marvel Super Heroes              |  Yes  |  Yes  |  Yes  |  Yes  | msh      |
| Marvel Super Heroes Vs. Street Fi|  Yes  |  Yes  |  Yes  |  Yes  | mshvsf   |
| Marvel Vs. Capcom: Clash of Super|  Yes  |  Yes  |  Yes  |  Yes  | mvsc     |
| Marvin's Maze                    |  Yes  |  Yes  |  Yes  |   No  | marvins  |
| Masked Riders Club Battle Race   |  Yes  |  Yes  |  Yes  |  Yes  | kamenrid |
| Master of Weapon                 |  Yes  |  Yes  |  Yes  |  Yes  | masterw  |
| Masters of Kin, The              |  Yes  |   No  |  Yes  |  Yes  | mastkin  |
| Mat Mania                        |  Yes  |  Yes  |  Yes  |  Yes  | matmania |
| Max RPM                          |  Yes  |  Yes  |  Yes  |  Yes  | maxrpm   |
| Maximum Force v1.05              |  Yes  |  Yes  |  Yes  |  Yes  | maxforce |
| Maya                             |  Yes  |  Yes  |  Yes  |  Yes  | maya     |
| Mayday                           |  Yes  |  Yes  |  Yes  |  Yes  | mayday   |
| Mayhem 2002                      |  Yes  |  Yes  |  Yes  |  Yes  | mayhem   |
| Maze of Flott                    |  Yes  |  Yes  |  Yes  |  Yes  | mofflott |
